case_id,country,age,sex,agreeable_score,extraversion_score,openness_score,conscientiousness_score,neuroticism_score
57817,USA,38,1,0.2,0.493333333333333,0.72,0.746666666666667,0.746666666666667
317873,UK,24,1,0.22,0.466666666666667,0.356666666666667,0.636666666666667,0.393333333333333
27189,Canada,15,1,0.223333333333333,0.613333333333333,0.496666666666667,0.723333333333333,0.4
191779,USA,20,1,0.223333333333333,0.733333333333333,0.576666666666667,0.793333333333333,0.436666666666667
66813,USA,55,1,0.23,0.763333333333333,0.613333333333333,0.613333333333333,0.696666666666667
76787,UK,16,1,0.23,0.653333333333333,0.763333333333333,0.613333333333333,0.4
107064,USA,20,1,0.233333333333333,0.743333333333333,0.773333333333333,0.586666666666667,0.646666666666667
266190,USA,18,1,0.233333333333333,0.766666666666667,0.81,0.42,0.66
79432,Canada,16,1,0.24,0.576666666666667,0.58,0.61,0.526666666666667
207685,USA,20,1,0.24,0.616666666666667,0.683333333333333,0.426666666666667,0.526666666666667
254927,Russian Fe,19,1,0.24,0.666666666666667,0.716666666666667,0.726666666666667,0.436666666666667
259122,Austria,54,1,0.24,0.613333333333333,0.71,0.83,0.706666666666667
275099,USA,26,1,0.24,0.61,0.666666666666667,0.653333333333333,0.573333333333333
302802,USA,19,2,0.24,0.73,0.71,0.55,0.666666666666667
17488,Canada,15,1,0.243333333333333,0.69,0.566666666666667,0.546666666666667,0.496666666666667
7760,Canada,15,2,0.25,0.77,0.87,0.58,0.626666666666667
18219,USA,36,2,0.25,0.543333333333333,0.513333333333333,0.363333333333333,0.693333333333333
64498,USA,47,1,0.25,0.633333333333333,0.536666666666667,0.746666666666667,0.48
140175,Afghanista,70,1,0.25,0.396666666666667,0.416666666666667,0.293333333333333,0.863333333333333
156459,USA,21,1,0.25,0.71,0.813333333333333,0.52,0.36
247310,USA,19,1,0.25,0.67,0.556666666666667,0.616666666666667,0.523333333333333
252220,USA,25,1,0.25,0.793333333333333,0.723333333333333,0.693333333333333,0.52
30252,UK,16,2,0.253333333333333,0.693333333333333,0.94,0.48,0.776666666666667
81895,Canada,18,2,0.253333333333333,0.773333333333333,0.676666666666667,0.463333333333333,0.513333333333333
98141,USA,16,2,0.253333333333333,0.796666666666667,0.77,0.77,0.526666666666667
205141,USA,20,1,0.253333333333333,0.733333333333333,0.32,0.486666666666667,0.52
260178,Canada,18,2,0.253333333333333,0.72,0.79,0.463333333333333,0.496666666666667
24262,USA,21,2,0.256666666666667,0.563333333333333,0.796666666666667,0.716666666666667,0.586666666666667
42581,USA,27,1,0.256666666666667,0.496666666666667,0.536666666666667,0.65,0.46
84428,USA,30,1,0.256666666666667,0.41,0.723333333333333,0.5,0.8
132028,USA,15,2,0.256666666666667,0.87,0.656666666666667,0.473333333333333,0.46
149341,USA,15,1,0.256666666666667,0.513333333333333,0.7,0.71,0.646666666666667
256506,USA,60,1,0.256666666666667,0.46,0.373333333333333,0.493333333333333,0.74
120281,USA,25,2,0.26,0.683333333333333,0.706666666666667,0.74,0.473333333333333
125842,Ethiopia,23,1,0.26,0.643333333333333,0.58,0.376666666666667,0.473333333333333
149329,USA,15,1,0.26,0.526666666666667,0.776666666666667,0.67,0.51
238835,Canada,16,1,0.26,0.533333333333333,0.65,0.703333333333333,0.35
62581,USA,12,2,0.263333333333333,0.576666666666667,0.51,0.293333333333333,0.823333333333333
163775,UK,17,1,0.263333333333333,0.57,0.596666666666667,0.54,0.73
182254,USA,18,1,0.263333333333333,0.736666666666667,0.76,0.47,0.84
109158,USA,18,1,0.266666666666667,0.45,0.723333333333333,0.65,0.306666666666667
139940,USA,44,1,0.266666666666667,0.76,0.453333333333333,0.88,0.316666666666667
148954,USA,16,2,0.266666666666667,0.55,0.763333333333333,0.506666666666667,0.656666666666667
8690,USA,22,2,0.27,0.94,0.753333333333333,0.496666666666667,0.556666666666667
177321,Canada,21,1,0.27,0.623333333333333,0.733333333333333,0.48,0.666666666666667
201312,USA,19,1,0.27,0.61,0.616666666666667,0.616666666666667,0.72
229702,UK,16,1,0.27,0.45,0.406666666666667,0.786666666666667,0.736666666666667
250170,USA,18,2,0.27,0.813333333333333,0.656666666666667,0.32,0.713333333333333
266402,USA,12,1,0.27,0.546666666666667,0.526666666666667,0.656666666666667,0.6
285794,USA,18,1,0.27,0.78,0.803333333333333,0.733333333333333,0.383333333333333
6837,USA,15,2,0.273333333333333,0.646666666666667,0.77,0.6,0.65
123209,Australia,21,1,0.273333333333333,0.43,0.7,0.366666666666667,0.823333333333333
159445,USA,20,2,0.273333333333333,0.523333333333333,0.816666666666667,0.65,0.493333333333333
169659,USA,33,1,0.273333333333333,0.796666666666667,0.6,0.586666666666667,0.61
175634,UK,48,1,0.273333333333333,0.566666666666667,0.486666666666667,0.906666666666667,0.32
197654,USA,30,1,0.273333333333333,0.723333333333333,0.756666666666667,0.593333333333333,0.66
241926,USA,12,2,0.273333333333333,0.716666666666667,0.653333333333333,0.566666666666667,0.49
248680,USA,18,1,0.273333333333333,0.636666666666667,0.553333333333333,0.6,0.383333333333333
288541,USA,18,1,0.273333333333333,0.473333333333333,0.6,0.353333333333333,0.876666666666667
306108,USA,21,1,0.273333333333333,0.713333333333333,0.613333333333333,0.556666666666667,0.52
84157,USA,18,2,0.276666666666667,0.83,0.62,0.833333333333333,0.606666666666667
96571,New Zealan,18,1,0.276666666666667,0.486666666666667,0.63,0.63,0.403333333333333
154787,USA,13,1,0.276666666666667,0.593333333333333,0.716666666666667,0.946666666666667,0.723333333333333
214897,USA,18,1,0.276666666666667,0.79,0.533333333333333,0.636666666666667,0.443333333333333
258532,USA,17,2,0.276666666666667,0.79,0.673333333333333,0.453333333333333,0.65
282311,USA,19,2,0.276666666666667,0.76,0.686666666666667,0.55,0.643333333333333
122631,USA,14,1,0.28,0.596666666666667,0.74,0.683333333333333,0.673333333333333
194940,USA,16,2,0.28,0.636666666666667,0.843333333333333,0.803333333333333,0.6
201866,USA,21,2,0.28,0.723333333333333,0.65,0.593333333333333,0.64
313826,USA,19,1,0.28,0.726666666666667,0.79,0.616666666666667,0.47
316242,USA,18,1,0.28,0.873333333333333,0.686666666666667,0.696666666666667,0.356666666666667
7474,USA,18,1,0.283333333333333,0.726666666666667,0.726666666666667,0.563333333333333,0.556666666666667
32828,USA,17,1,0.283333333333333,0.87,0.696666666666667,0.646666666666667,0.453333333333333
76832,USA,17,1,0.283333333333333,0.71,0.733333333333333,0.616666666666667,0.36
177877,Ireland,17,1,0.283333333333333,0.623333333333333,0.603333333333333,0.58,0.53
201110,Mauritius,17,1,0.283333333333333,0.81,0.763333333333333,0.296666666666667,0.806666666666667
275748,USA,13,1,0.283333333333333,0.743333333333333,0.626666666666667,0.406666666666667,0.406666666666667
25430,Ireland,18,2,0.286666666666667,0.66,0.686666666666667,0.766666666666667,0.64
32687,Canada,18,2,0.286666666666667,0.62,0.713333333333333,0.353333333333333,0.663333333333333
180214,USA,18,1,0.286666666666667,0.786666666666667,0.616666666666667,0.71,0.55
188113,USA,17,1,0.286666666666667,0.436666666666667,0.556666666666667,0.423333333333333,0.64
227241,USA,17,1,0.286666666666667,0.576666666666667,0.44,0.47,0.293333333333333
242369,USA,59,1,0.286666666666667,0.626666666666667,0.76,0.506666666666667,0.623333333333333
254883,USA,19,2,0.286666666666667,0.753333333333333,0.753333333333333,0.933333333333333,0.363333333333333
53325,USA,11,1,0.29,0.813333333333333,0.633333333333333,0.6,0.45
59579,USA,14,2,0.29,0.79,0.646666666666667,0.51,0.623333333333333
67518,Ireland,18,1,0.29,0.59,0.666666666666667,0.45,0.69
73934,USA,20,2,0.29,0.69,0.866666666666667,0.566666666666667,0.75
85754,UK,16,1,0.29,0.65,0.573333333333333,0.766666666666667,0.473333333333333
94575,USA,40,1,0.29,0.64,0.453333333333333,0.31,0.806666666666667
94896,USA,16,1,0.29,0.566666666666667,0.836666666666667,0.416666666666667,0.543333333333333
125067,USA,40,1,0.29,0.726666666666667,0.63,0.766666666666667,0.486666666666667
146837,USA,18,2,0.29,0.57,0.793333333333333,0.633333333333333,0.71
154782,Afghanista,14,1,0.29,0.746666666666667,0.86,0.69,0.666666666666667
244106,UK,37,1,0.29,0.783333333333333,0.566666666666667,0.503333333333333,0.523333333333333
254967,USA,19,1,0.29,0.62,0.726666666666667,0.366666666666667,0.52
6619,USA,55,1,0.293333333333333,0.553333333333333,0.516666666666667,0.586666666666667,0.756666666666667
83066,Finland,18,1,0.293333333333333,0.633333333333333,0.776666666666667,0.63,0.546666666666667
154695,USA,22,2,0.293333333333333,0.32,0.276666666666667,0.266666666666667,0.983333333333333
158648,USA,16,2,0.293333333333333,0.463333333333333,0.866666666666667,0.386666666666667,0.943333333333333
163019,Australia,18,1,0.293333333333333,0.73,0.68,0.663333333333333,0.793333333333333
176427,Canada,18,2,0.293333333333333,0.636666666666667,0.646666666666667,0.436666666666667,0.633333333333333
198156,USA,27,2,0.293333333333333,0.533333333333333,0.88,0.536666666666667,0.403333333333333
228061,USA,29,1,0.293333333333333,0.656666666666667,0.753333333333333,0.703333333333333,0.383333333333333
281289,Japan,22,1,0.293333333333333,0.53,0.733333333333333,0.493333333333333,0.566666666666667
281528,Sweden,50,1,0.293333333333333,0.913333333333333,0.673333333333333,0.813333333333333,0.403333333333333
125416,UK,13,2,0.296666666666667,0.66,0.9,0.616666666666667,0.55
